id,regionname,countryname,prodline,lendinginstr,lendinginstrtype,envassesmentcategorycode,supplementprojectflg,productlinetype,projectstatusdisplay,sector1
P110324,South Asia,Democratic Socialist Republic of Sri Lan;Democratic Socialist Republic of Sri Lan,PE,Specific Investment Loan,IN,B,Y,L,Closed,Rural and Inter-Urban Roads!$!100!$!TI
P082927,Latin America and Caribbean,Republic of Chile;Republic of Chile,PE,Specific Investment Loan,IN,C,N,L,Closed,Other Industry; Trade and Services!$!45!$!YZ
P106188,East Asia and Pacific,Lao People's Democratic Republic;Lao People's Democratic Republic,PE,Specific Investment Loan,IN,B,Y,L,Closed,Other Education!$!30!$!EZ
P108178,Europe and Central Asia,Kyrgyz Republic;Kyrgyz Republic,PE,Specific Investment Loan,IN,B,N,L,Closed,Other Public Administration!$!60!$!BZ
P111708,Latin America and Caribbean,St. Lucia;St. Lucia,PE,Specific Investment Loan,IN,B,Y,L,Closed,Other Water Supply; Sanitation and Waste Management!$!62!$!WZ
P112085,East Asia and Pacific,People's Republic of China;People's Republic of China,RE,Emergency Recovery Loan,IN,C,N,L,Closed,Housing Construction!$!40!$!YH
P112600,Africa,Africa;Africa,RE,Investment Project Financing,IN,B,N,L,Active,Public Administration - Agriculture; Fishing & Forestry!$!56!$!AK
P112830,Africa,Eastern Africa;Eastern Africa,RE,Technical Assistance Loan,IN,C,N,L,Closed,Agricultural Extension; Research; and Other Support Activities!$!80!$!AB
P111667,Latin America and Caribbean,Republic of Haiti;Republic of Haiti,PE,Emergency Recovery Loan,IN,B,N,L,Closed,Public Administration - Agriculture; Fishing & Forestry!$!62!$!AK
P118490,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,RE,Technical Assistance Loan,IN,C,N,L,Closed,Social Protection!$!100!$!SA
P101171,Latin America and Caribbean,Argentine Republic;Argentine Republic,PE,Adaptable Program Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!49!$!BC
P102299,Africa,Republic of Botswana;Republic of Botswana,PE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!58!$!HG
P106589,Latin America and Caribbean,United Mexican States;United Mexican States,PE,Specific Investment Loan,IN,B,N,L,Closed,ICT Services!$!41!$!CS
P100311,East Asia and Pacific,Solomon Islands;Solomon Islands,PE,Investment Project Financing,IN,C,N,L,Active,Other Energy and Extractives!$!100!$!LZ
P106502,Africa,Republic of Cabo Verde;Republic of Cabo Verde,PE,Development Policy Lending,AD,0,N,L,Closed,Central Government (Central Agencies)!$!45!$!BC
P112291,East Asia and Pacific,People's Republic of China;People's Republic of China,GM,Emergency Recovery Loan,IN,B,N,L,Closed,Waste Management!$!80!$!WB
P090644,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Investment Project Financing,IN,B,N,L,Active,Social Protection!$!35!$!SA
P096572,Africa,Federal Republic of Nigeria;Federal Republic of Nigeria,PE,Investment Project Financing,IN,B,N,L,Active,Crops!$!28!$!AH
P106220,East Asia and Pacific,Democratic Republic of Timor-Leste;Democratic Republic of Timor-Leste,PE,Emergency Recovery Loan,IN,C,N,L,Closed,Social Protection!$!62!$!SA
P106332,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Specific Investment Loan,IN,C,N,L,Closed,Social Protection!$!78!$!SA
P108525,Europe and Central Asia,Kyrgyz Republic;Kyrgyz Republic,PE,Technical Assistance Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P110376,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Specific Investment Loan,IN,B,Y,L,Closed,Other Agriculture; Fishing and Forestry!$!33!$!AZ
P101640,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,CN,Investment Project Financing,IN,B,N,L,Active,Renewable Energy Biomass!$!25!$!LB
P106065,Other,World;World,RE,Technical Assistance Loan,IN,C,N,L,Closed,Other Energy and Extractives!$!100!$!LZ
P106857,East Asia and Pacific,Malaysia;Malaysia,CN,0,0,B,N,L,Closed,Waste Management!$!100!$!WB
P107716,East Asia and Pacific,Kingdom of Thailand;Kingdom of Thailand,CN,0,0,B,N,L,Closed,Renewable energy!$!70!$!LE
P110481,Europe and Central Asia,Republic of Albania;Republic of Albania,PE,Investment Project Financing,IN,B,N,L,Active,Renewable Energy Hydro!$!100!$!LH
P110935,Middle East and North Africa,Arab Republic of Egypt;Arab Republic of Egypt,CN,0,0,B,N,L,Closed,Waste Management!$!100!$!WB
P090044,Latin America and Caribbean,Co-operative Republic of Guyana;Co-operative Republic of Guyana,CN,Specific Investment Loan,IN,B,N,L,Closed,Renewable energy!$!70!$!LE
P090119,Latin America and Caribbean,Argentine Republic;Argentine Republic,GE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!18!$!BC
P093201,Middle East and North Africa,Hashemite Kingdom of Jordan;Hashemite Kingdom of Jordan,GE,Specific Investment Loan,IN,B,N,L,Closed,Renewable Energy Biomass!$!20!$!LB
P101446,East Asia and Pacific,Mongolia;Mongolia,PE,Specific Investment Loan,IN,B,N,L,Closed,Law and Justice!$!100!$!BG
P102396,East Asia and Pacific,The Independent State of Papua New Guine;The Independent State of Papua New Guine,PE,Technical Assistance Loan,IN,B,N,L,Closed,Central Government (Central Agencies)!$!88!$!BC
P103467,Africa,Republic of Mauritius;Republic of Mauritius,CN,Investment Project Financing,IN,0,N,L,Active,Renewable energy!$!100!$!LE
P105135,Africa,Republic of Madagascar;Republic of Madagascar,PE,Development Policy Lending,AD,0,N,L,Closed,Central Government (Central Agencies)!$!56!$!BC
P105287,East Asia and Pacific,Socialist Republic of Vietnam;Socialist Republic of Vietnam,PE,Development Policy Lending,AD,0,N,L,Closed,Central Government (Central Agencies)!$!34!$!BC
P107254,Africa,State of Eritrea;State of Eritrea,PE,Specific Investment Loan,IN,C,N,L,Closed,Early Childhood Education!$!35!$!EC
P108768,East Asia and Pacific,Mongolia;Mongolia,PE,Technical Assistance Loan,IN,B,N,L,Closed,Central Government (Central Agencies)!$!80!$!BC
P109209,Africa,Republic of Benin;Republic of Benin,PE,Adaptable Program Loan,IN,B,Y,L,Closed,Other Water Supply; Sanitation and Waste Management!$!48!$!WZ
P110099,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Investment Project Financing,IN,B,N,L,Active,Other Water Supply; Sanitation and Waste Management!$!53!$!WZ
P110202,Africa,State of Eritrea;State of Eritrea,PE,Specific Investment Loan,IN,B,Y,L,Closed,Energy Transmission and Distribution!$!90!$!LT
P110773,Africa,Republic of Cabo Verde;Republic of Cabo Verde,PE,Specific Investment Loan,IN,B,Y,L,Closed,Rural and Inter-Urban Roads!$!67!$!TI
P110943,Africa,Republic of Togo;Republic of Togo,PE,Emergency Recovery Loan,IN,B,N,L,Closed,Primary Education!$!30!$!EP
P111019,Africa,Republic of Benin;Republic of Benin,PE,Adaptable Program Loan,IN,B,Y,L,Closed,Energy Transmission and Distribution!$!81!$!LT
P111059,East Asia and Pacific,Mongolia;Mongolia,PE,Specific Investment Loan,IN,C,Y,L,Closed,Primary Education!$!75!$!EP
P111117,Africa,Republic of Ghana;Republic of Ghana,PE,Specific Investment Loan,IN,B,Y,L,Closed,Primary Education!$!30!$!EP
P112345,Middle East and North Africa,Republic of Yemen;Republic of Yemen,SF,Emergency Recovery Loan,IN,B,Y,L,Closed,Social Protection!$!46!$!SA
P084160,Africa,Republic of Cameroon;Republic of Cameroon,PE,Technical Assistance Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!85!$!BC
P084437,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,B,N,L,Closed,Public Administration - Health!$!36!$!HF
P085376,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,C,N,L,Closed,Workforce Development and Vocational Education!$!48!$!EW
P090335,East Asia and Pacific,People's Republic of China;People's Republic of China,GE,Specific Investment Loan,IN,C,N,L,Closed,Urban Transport!$!48!$!TC
P092631,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,A,N,L,Closed,Urban Transport!$!76!$!TC
P095129,East Asia and Pacific,Socialist Republic of Vietnam;Socialist Republic of Vietnam,PE,Investment Project Financing,IN,A,N,L,Active,Central Government (Central Agencies)!$!3!$!BC
P099062,East Asia and Pacific,People's Republic of China;People's Republic of China,PE,Specific Investment Loan,IN,A,N,L,Closed,Railways!$!100!$!TW
P104456,Africa,Republic of Cameroon;Republic of Cameroon,PE,Specific Investment Loan,IN,A,N,L,Closed,Central Government (Central Agencies)!$!25!$!BC
P104525,Africa,Republic of Cameroon;Republic of Cameroon,PE,Investment Project Financing,IN,B,N,L,Closed,Health!$!60!$!HG
P105176,Africa,Republic of Rwanda;Republic of Rwanda,PE,Adaptable Program Loan,IN,B,N,L,Closed,Other Agriculture; Fishing and Forestry!$!50!$!AZ
P105256,Africa,Republic of Malawi;Republic of Malawi,PE,Specific Investment Loan,IN,0,N,L,Closed,Crops!$!48!$!AH
P106671,Africa,Republic of Malawi;Republic of Malawi,GE,Specific Investment Loan,IN,B,Y,L,Closed,Crops!$!51!$!AH
P109588,Africa,Republic of Cameroon;Republic of Cameroon,PE,Specific Investment Loan,IN,B,N,L,Closed,Central Government (Central Agencies)!$!96!$!BC
P110446,Africa,Republic of Malawi;Republic of Malawi,PE,Adaptable Program Loan,IN,B,N,L,Closed,Social Protection!$!46!$!SA
P079749,Africa,Western Africa;Western Africa,PE,Sector Investment and Maintenance Loan,IN,B,N,L,Closed,Rural and Inter-Urban Roads!$!81!$!TI
P086313,East Asia and Pacific,Samoa;Samoa,PE,Specific Investment Loan,IN,B,N,L,Closed,Health!$!75!$!HG
P088837,Europe and Central Asia,Republic of Turkey;Republic of Turkey,PE,Development Policy Lending,AD,0,N,L,Closed,Central Government (Central Agencies)!$!35!$!BC
P102284,East Asia and Pacific,Kingdom of Cambodia;Kingdom of Cambodia,PE,Specific Investment Loan,IN,B,N,L,Closed,Health!$!44!$!HG
P105279,Africa,Republic of Senegal;Republic of Senegal,PE,Development Policy Lending,AD,0,N,L,Closed,Energy Transmission and Distribution!$!34!$!LT
P110207,Africa,Republic of Uganda;Republic of Uganda,PE,Emergency Recovery Loan,IN,B,N,L,Closed,Agricultural Extension; Research; and Other Support Activities!$!38!$!AB
P110845,Europe and Central Asia,Republic of Albania;Republic of Albania,PE,Adaptable Program Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!36!$!BC
P110940,Africa,Republic of Burundi;Republic of Burundi,PE,Specific Investment Loan,IN,B,Y,L,Closed,Crops!$!25!$!AH
P110968,Africa,Republic of Sierra Leone;Republic of Sierra Leone,PE,Specific Investment Loan,IN,B,Y,L,Closed,Rural and Inter-Urban Roads!$!55!$!TI
P102568,East Asia and Pacific,People's Republic of China;People's Republic of China,CN,0,0,0,N,L,Closed,Other Energy and Extractives!$!100!$!LZ
P107698,Middle East and North Africa,Republic of Iraq;Republic of Iraq,RE,Emergency Recovery Loan,IN,B,N,L,Closed,Health!$!93!$!HG
P087716,East Asia and Pacific,Lao People's Democratic Republic;Lao People's Democratic Republic,PE,Specific Investment Loan,IN,B,N,L,Closed,Sub-National Government!$!36!$!BH
P095982,South Asia,Islamic Republic of Pakistan;Islamic Republic of Pakistan,PE,Adaptable Program Loan,IN,B,N,L,Closed,Energy Transmission and Distribution!$!92!$!LT
P101209,Latin America and Caribbean,Republic of Honduras;Republic of Honduras,PE,Investment Project Financing,IN,B,N,L,Active,Other Agriculture; Fishing and Forestry!$!42!$!AZ
P101750,East Asia and Pacific,Lao People's Democratic Republic;Lao People's Democratic Republic,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P104985,Europe and Central Asia,Republic of Azerbaijan;Republic of Azerbaijan,PE,Specific Investment Loan,IN,A,N,L,Closed,Waste Management!$!48!$!WB
P107242,East Asia and Pacific,Lao People's Democratic Republic;Lao People's Democratic Republic,PE,Development Policy Lending,AD,0,N,L,Closed,Other Industry; Trade and Services!$!40!$!YZ
P107797,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Development Policy Lending,AD,0,N,L,Closed,Energy Transmission and Distribution!$!83!$!LT
P109058,Latin America and Caribbean,Republic of Honduras;Republic of Honduras,PE,Specific Investment Loan,IN,B,N,L,Closed,Rural and Inter-Urban Roads!$!86!$!TI
P110167,South Asia,People's Republic of Bangladesh;People's Republic of Bangladesh,PE,Development Policy Lending,AD,0,N,L,Closed,Central Government (Central Agencies)!$!50!$!BC
P110679,Europe and Central Asia,Republic of Azerbaijan;Republic of Azerbaijan,PE,Investment Project Financing,IN,B,N,L,Active,Waste Management!$!100!$!WB
P110682,Europe and Central Asia,Republic of Azerbaijan;Republic of Azerbaijan,PE,Specific Investment Loan,IN,B,N,L,Closed,Oil and Gas!$!100!$!LC
P110251,East Asia and Pacific,Socialist Republic of Vietnam;Socialist Republic of Vietnam,RE,Specific Investment Loan,IN,C,N,L,Closed,Health!$!90!$!HG
P111825,South Asia,Islamic  Republic of Afghanistan;Islamic  Republic of Afghanistan,RE,Emergency Recovery Loan,IN,B,Y,L,Closed,Sanitation!$!24!$!WA
P112136,Europe and Central Asia,Republic of Tajikistan;Republic of Tajikistan,SF,Emergency Recovery Loan,IN,C,Y,L,Active,Health!$!100!$!HG
P112157,Europe and Central Asia,Republic of Tajikistan;Republic of Tajikistan,SF,Emergency Recovery Loan,IN,B,N,L,Closed,Crops!$!64!$!AH
P112186,Europe and Central Asia,Kyrgyz Republic;Kyrgyz Republic,PE,Emergency Recovery Loan,IN,B,Y,L,Closed,Crops!$!60!$!AH
P106283,Latin America and Caribbean,Republic of Nicaragua;Republic of Nicaragua,PE,Specific Investment Loan,IN,B,N,L,Closed,Sanitation!$!51!$!WA
P107355,Africa,Republic of Cote d'Ivoire;Republic of Cote d'Ivoire,PE,Emergency Recovery Loan,IN,B,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P109126,Europe and Central Asia,Republic of Uzbekistan;Republic of Uzbekistan,PE,Specific Investment Loan,IN,0,N,L,Closed,Irrigation and Drainage!$!42!$!AI
P109691,Latin America and Caribbean,Republic of Nicaragua;Republic of Nicaragua,PE,Specific Investment Loan,IN,B,N,L,Closed,Other Industry; Trade and Services!$!44!$!YZ
P110020,Africa,Republic of Cote d'Ivoire;Republic of Cote d'Ivoire,PE,Emergency Recovery Loan,IN,B,N,L,Closed,Water Supply!$!30!$!WC
P110893,South Asia,Islamic  Republic of Afghanistan;Islamic  Republic of Afghanistan,PE,Specific Investment Loan,IN,B,Y,L,Closed,Irrigation and Drainage!$!67!$!AI
P112142,Europe and Central Asia,Kyrgyz Republic;Kyrgyz Republic,PE,Emergency Recovery Loan,IN,C,Y,L,Closed,Social Protection!$!67!$!SA
P071631,Africa,Republic of Cote d'Ivoire;Republic of Cote d'Ivoire,PE,Emergency Recovery Loan,IN,B,N,L,Closed,Health!$!38!$!HG
P112245,East Asia and Pacific,East Asia and Pacific;East Asia and Pacific,RE,Emergency Recovery Loan,IN,C,N,L,Closed,Other Water Supply; Sanitation and Waste Management!$!100!$!WZ
P094650,Middle East and North Africa,Republic of Iraq;Republic of Iraq,PE,Emergency Recovery Loan,IN,B,N,L,Closed,Water Supply!$!95!$!WC
P099126,South Asia,Kingdom of Bhutan;Kingdom of Bhutan,PE,Technical Assistance Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P104265,Middle East and North Africa,Kingdom of Morocco;Kingdom of Morocco,PE,Specific Investment Loan,IN,B,N,L,Closed,Energy Transmission and Distribution!$!84!$!LT
P106468,Africa,Democratic Republic of Sao Tome and Prin;Democratic Republic of Sao Tome and Prin,PE,Development Policy Lending,AD,0,N,L,Closed,Central Government (Central Agencies)!$!80!$!BC
P108078,South Asia,Republic of Maldives;Republic of Maldives,PE,Specific Investment Loan,IN,A,N,L,Closed,Waste Management!$!50!$!WB
P110642,Africa,Burkina Faso;Burkina Faso,PE,Specific Investment Loan,IN,B,Y,L,Closed,Primary Education!$!40!$!EP
P112167,Other,Asia;Asia,RE,Technical Assistance Loan,IN,C,N,L,Closed,Other Information and Communications Technologies!$!100!$!CZ
P111570,Africa,Africa;Africa,RE,Technical Assistance Loan,IN,U,N,L,Closed,Other Agriculture; Fishing and Forestry!$!50!$!AZ
P111796,East Asia and Pacific,Republic of Indonesia;Republic of Indonesia,RE,Technical Assistance Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!50!$!BC
P097329,South Asia,Democratic Socialist Republic of Sri Lan;Democratic Socialist Republic of Sri Lan,PE,Specific Investment Loan,IN,B,N,L,Closed,Central Government (Central Agencies)!$!100!$!BC
P105910,Africa,Republic of Cameroon;Republic of Cameroon,RE,Emergency Recovery Loan,IN,B,N,L,Closed,Fisheries!$!30!$!AF
P108791,Africa,Burkina Faso;Burkina Faso,PE,Specific Investment Loan,IN,B,N,L,Closed,Tertiary Education!$!70!$!ET
P109057,Latin America and Caribbean,Plurinational State of Bolivia;Plurinational State of Bolivia,PE,Emergency Recovery Loan,IN,B,Y,L,Closed,Other Water Supply; Sanitation and Waste Management!$!50!$!WZ
P109607,Africa,Republic of Madagascar;Republic of Madagascar,RE,Specific Investment Loan,IN,F,N,L,Closed,Micro- and SME finance!$!75!$!FE
P110278,South Asia,Democratic Socialist Republic of Sri Lan;Democratic Socialist Republic of Sri Lan,PE,Specific Investment Loan,IN,B,Y,L,Closed,Primary Education!$!45!$!EP
P110317,South Asia,Democratic Socialist Republic of Sri Lan;Democratic Socialist Republic of Sri Lan,PE,Specific Investment Loan,IN,B,Y,L,Closed,Housing Construction!$!96!$!YH
P110815,Africa,Burkina Faso;Burkina Faso,PE,Sector Investment and Maintenance Loan,IN,C,Y,L,Closed,Health!$!60!$!HG
P111078,Middle East and North Africa,West Bank and Gaza;West Bank and Gaza,SF,Development Policy Lending,AD,0,N,L,Closed,Central Government (Central Agencies)!$!51!$!BC
P100534,Middle East and North Africa,Hashemite Kingdom of Jordan;Hashemite Kingdom of Jordan,PE,Specific Investment Loan,IN,C,N,L,Closed,Workforce Development and Vocational Education!$!69!$!EW
P100546,Middle East and North Africa,Hashemite Kingdom of Jordan;Hashemite Kingdom of Jordan,PE,Specific Investment Loan,IN,C,N,L,Closed,Central Government (Central Agencies)!$!75!$!BC
